ts,model,dtype,tp_size,worker,analyzer,storage_variant,mode,hooks_on,prompt_len,max_tokens,batch_size,n_layers_captured,enable_prefix_caching,enforce_eager,vllm_version,plugin_version,cuda_version,gpu_model,run_id,profile_tier,rep_idx,row,rep_count,gen_lat_mean,wait_lat_mean,analyze_lat_mean,total_lat_mean,prefill_tok_per_sec,decode_tok_per_sec,peak_gpu_mb,artifact_kb_mean,cuda_alloc_mb_max,cuda_peak_alloc_mb_max,cuda_peak_alloc_mb_mean,cuda_reserved_mb_max,cuda_peak_reserved_mb_max,cuda_alloc_delta_mb_max,cuda_alloc_delta_mb_mean,host_rss_mb_max,host_rss_delta_mb_max,gauge.mem.gpu_mb.count,gauge.mem.gpu_mb.sum,gauge.mem.gpu_mb.mean,gauge.mem.gpu_mb.min,gauge.mem.gpu_mb.max,gauge.mem.gpu_mb.std,gauge.mem.gpu_mb.p50,gauge.mem.gpu_mb.p90,gauge.mem.gpu_mb.p99,gauge.mem.host_rss_mb.count,gauge.mem.host_rss_mb.sum,gauge.mem.host_rss_mb.mean,gauge.mem.host_rss_mb.min,gauge.mem.host_rss_mb.max,gauge.mem.host_rss_mb.std,gauge.mem.host_rss_mb.p50,gauge.mem.host_rss_mb.p90,gauge.mem.host_rss_mb.p99,plan_idx,cell_wall_s,timer.hookllm.build_extra.count,timer.hookllm.build_extra.sum,timer.hookllm.build_extra.mean,timer.hookllm.build_extra.min,timer.hookllm.build_extra.max,timer.hookllm.build_extra.std,timer.hookllm.build_extra.p50,timer.hookllm.build_extra.p90,timer.hookllm.build_extra.p99,timer.rpc.flush_disk.count,timer.rpc.flush_disk.sum,timer.rpc.flush_disk.mean,timer.rpc.flush_disk.min,timer.rpc.flush_disk.max,timer.rpc.flush_disk.std,timer.rpc.flush_disk.p50,timer.rpc.flush_disk.p90,timer.rpc.flush_disk.p99,timer.hookllm.generate.count,timer.hookllm.generate.sum,timer.hookllm.generate.mean,timer.hookllm.generate.min,timer.hookllm.generate.max,timer.hookllm.generate.std,timer.hookllm.generate.p50,timer.hookllm.generate.p90,timer.hookllm.generate.p99,timer.io.artifact_load.safetensors.count,timer.io.artifact_load.safetensors.sum,timer.io.artifact_load.safetensors.mean,timer.io.artifact_load.safetensors.min,timer.io.artifact_load.safetensors.max,timer.io.artifact_load.safetensors.std,timer.io.artifact_load.safetensors.p50,timer.io.artifact_load.safetensors.p90,timer.io.artifact_load.safetensors.p99,timer.analyzer.kernel.count,timer.analyzer.kernel.sum,timer.analyzer.kernel.mean,timer.analyzer.kernel.min,timer.analyzer.kernel.max,timer.analyzer.kernel.std,timer.analyzer.kernel.p50,timer.analyzer.kernel.p90,timer.analyzer.kernel.p99,timer.hookllm.analyze.count,timer.hookllm.analyze.sum,timer.hookllm.analyze.mean,timer.hookllm.analyze.min,timer.hookllm.analyze.max,timer.hookllm.analyze.std,timer.hookllm.analyze.p50,timer.hookllm.analyze.p90,timer.hookllm.analyze.p99,gauge.hookllm.prompts.count,gauge.hookllm.prompts.sum,gauge.hookllm.prompts.mean,gauge.hookllm.prompts.min,gauge.hookllm.prompts.max,gauge.hookllm.prompts.std,gauge.hookllm.prompts.p50,gauge.hookllm.prompts.p90,gauge.hookllm.prompts.p99,gauge.io.bytes_read.safetensors.count,gauge.io.bytes_read.safetensors.sum,gauge.io.bytes_read.safetensors.mean,gauge.io.bytes_read.safetensors.min,gauge.io.bytes_read.safetensors.max,gauge.io.bytes_read.safetensors.std,gauge.io.bytes_read.safetensors.p50,gauge.io.bytes_read.safetensors.p90,gauge.io.bytes_read.safetensors.p99,gauge.io.bytes_read.json.count,gauge.io.bytes_read.json.sum,gauge.io.bytes_read.json.mean,gauge.io.bytes_read.json.min,gauge.io.bytes_read.json.max,gauge.io.bytes_read.json.std,gauge.io.bytes_read.json.p50,gauge.io.bytes_read.json.p90,gauge.io.bytes_read.json.p99,counter.hookllm.generate.calls,counter.hookllm.analyze.calls
2026-06-02 15:09:17,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hook_qk,attn_tracker,disk-st-async,last_token,prefill,256,1,1,,False,True,,,,,,1,0,probe_hook_qk,5,0.02335381172597408,0.015985305421054363,0.32953344183042643,0.3688725589774549,11010.186645820699,43.008541585237104,41876.0625,134.407421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319.23046875,0.0,36,1507538.25,41876.0625,41876.0625,41876.0625,0.0,41876.0625,41876.0625,41876.0625,36,47492.296875,1319.23046875,1319.23046875,1319.23046875,0.0,1319.23046875,1319.23046875,1319.23046875,21,34.108,5,0.05112611688673496,0.010225223377346992,0.00895606353878975,0.012252945452928543,0.0016168250679717015,0.009136972948908806,0.012252945452928543,0.012252945452928543,5,8.602339308708906,1.7204678617417812,0.78587606549263,4.7313980758190155,1.6946895639674175,0.9406269527971745,4.7313980758190155,4.7313980758190155,5,116.55453685671091,23.310907371342182,21.337253972887993,26.177656836807728,1.7598823704340372,23.034872952848673,26.177656836807728,26.177656836807728,5,12.473781825974584,2.4947563651949167,0.4950098227709532,10.22268389351666,4.320497539885805,0.5706618539988995,10.22268389351666,10.22268389351666,5,1645.1237129513174,329.0247425902635,305.4248229600489,345.86277790367603,18.513142185790954,336.2024500966072,345.86277790367603,345.86277790367603,5,1646.7085392214358,329.34170784428716,305.51577312871814,347.0706669613719,18.77596432881573,336.28988498821855,347.0706669613719,347.0706669613719,5,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5,671800.0,134360.0,134360.0,134360.0,0.0,134360.0,134360.0,134360.0,5,16366.0,3273.2,3267.0,3282.0,5.630275304103699,3273.0,3282.0,3282.0,5,5
2026-06-02 15:09:50,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hook_qk,attn_tracker,disk-st-async,last_token,prefill,256,32,1,,False,True,,,,,,1,0,probe_hook_qk,5,0.5275854747742414,0.010767924226820469,0.2666522652376443,0.8050056642387062,485.24613343104164,60.655766678880205,41876.0625,134.4259765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309.4296875,0.0,65,2721944.0625,41876.0625,41876.0625,41876.0625,0.0,41876.0625,41876.0625,41876.0625,65,85112.9296875,1309.4296875,1309.4296875,1309.4296875,0.0,1309.4296875,1309.4296875,1309.4296875,22,32.664,5,0.04687695764005184,0.009375391528010368,0.008344883099198341,0.010218936949968338,0.0006822381454556901,0.009367009624838829,0.010218936949968338,0.010218936949968338,5,6.396974669769406,1.2793949339538813,1.0534890461713076,1.7042409162968397,0.25799709645419794,1.2339269742369652,1.7042409162968397,1.7042409162968397,5,2637.7490698359907,527.5498139671981,524.1485310252756,531.3835719134659,3.4613990021940166,525.7543469779193,531.3835719134659,531.3835719134659,5,3.0411938205361366,0.6082387641072273,0.5550128407776356,0.6764009594917297,0.04359041058373704,0.6031128577888012,0.6764009594917297,0.6764009594917297,5,1332.105535781011,266.4211071562022,202.88989297114313,336.10353502444923,47.263657247990885,266.3808548822999,336.10353502444923,336.10353502444923,5,1332.5425151269883,266.50850302539766,202.96960300765932,336.1912090331316,47.26590393571063,266.46802900359035,336.1912090331316,336.1912090331316,5,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5,671800.0,134360.0,134360.0,134360.0,0.0,134360.0,134360.0,134360.0,5,16461.0,3292.2,3283.0,3304.0,9.038805230781334,3290.0,3304.0,3304.0,5,5
2026-06-02 15:10:52,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hook_qk,attn_tracker,disk-st-async,last_token,prefill,256,1,16,,False,True,,,,,,1,0,probe_hook_qk,5,0.10031444518826901,0.02113854358904064,4.631065749609843,4.7525187383871526,41048.561965648805,160.34594517831565,41876.0625,2099.5080078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1305.16015625,0.0,431,18048582.9375,41876.0625,41876.0625,41876.0625,0.0,41876.0625,41876.0625,41876.0625,431,562186.5703125,1304.3771933004641,1302.95703125,1306.73046875,1.520081417660916,1303.5859375,1306.73046875,1306.73046875,23,62.739,5,0.05701719783246517,0.011403439566493034,0.010549090802669525,0.013074139133095741,0.0009749414851019095,0.011150958016514778,0.013074139133095741,0.013074139133095741,5,15.475603519007564,3.0951207038015127,2.1381971891969442,3.8285821210592985,0.6385008939262358,3.3139761071652174,3.8285821210592985,3.8285821210592985,5,501.3684325385839,100.27368650771677,88.23010511696339,107.92081709951162,7.96380564317641,101.53576219454408,107.92081709951162,107.92081709951162,5,4.515533102676272,0.9031066205352545,0.6626939866691828,1.3491851277649403,0.2708291821575245,0.8230858948081732,1.3491851277649403,1.3491851277649403,5,23153.55717903003,4630.711435806006,4172.967594116926,5478.41687197797,554.9439164575065,4410.22416902706,5478.41687197797,5478.41687197797,5,23154.205227736384,4630.841045547277,4173.0665799696,5478.613191051409,554.9732582788761,4410.336259985343,5478.613191051409,5478.613191051409,5,80.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,5,10732640.0,2146528.0,2146528.0,2146528.0,0.0,2146528.0,2146528.0,2146528.0,5,16841.0,3368.2,3360.0,3372.0,4.8166378315169185,3370.0,3372.0,3372.0,5,5
2026-06-02 15:11:57,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hook_qk,attn_tracker,disk-st-async,last_token,prefill,256,32,16,,False,True,,,,,,1,0,probe_hook_qk,5,0.6372682872228325,0.016953489789739252,4.392350610392168,5.04657238740474,6428.624529484911,803.5780661856139,41878.0625,2099.49921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314.91015625,0.0,455,19054518.4375,41878.0625,41878.0625,41878.0625,0.0,41878.0625,41878.0625,41878.0625,455,598284.12109375,1314.91015625,1314.91015625,1314.91015625,0.0,1314.91015625,1314.91015625,1314.91015625,24,64.208,5,0.05249888636171818,0.010499777272343636,0.008536037057638168,0.01378590241074562,0.002057089987403107,0.009989133104681969,0.01378590241074562,0.01378590241074562,5,13.913218164816499,2.7826436329632998,2.631734125316143,3.2224729657173157,0.24759173121415273,2.6863571256399155,3.2224729657173157,3.2224729657173157,5,3186.138425488025,637.227685097605,628.8949500303715,653.6524211987853,9.76695007894829,635.8463310170919,653.6524211987853,653.6524211987853,5,3.829033114016056,0.7658066228032112,0.5869830492883921,1.0536490008234978,0.18546550917738416,0.684425001963973,1.0536490008234978,1.0536490008234978,5,21960.202671121806,4392.040534224361,3541.464304085821,5535.120168002322,820.4322973672038,4524.08486395143,5535.120168002322,5535.120168002322,5,21960.699182236567,4392.139836447313,3541.5734180714935,5535.199235891923,820.4228874481355,4524.199780076742,5535.199235891923,5535.199235891923,5,80.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,5,10732640.0,2146528.0,2146528.0,2146528.0,0.0,2146528.0,2146528.0,2146528.0,5,16796.0,3359.2,3349.0,3370.0,8.318653737234168,3357.0,3370.0,3370.0,5,5
2026-06-02 15:12:23,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hook_qk,attn_tracker,disk-st-async,all_tokens,prefill,16,1,1,,False,True,,,,,,1,0,probe_hook_qk,5,0.01951507399789989,0.010603283997625113,0.000735898781567812,0.030854256777092814,820.0491950138983,51.25307468836864,41876.0625,59.421484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315.0234375,0.0,3,125628.1875,41876.0625,41876.0625,41876.0625,0.0,41876.0625,41876.0625,41876.0625,3,3945.0703125,1315.0234375,1315.0234375,1315.0234375,0.0,1315.0234375,1315.0234375,1315.0234375,25,26.205,5,0.03034784458577633,0.006069568917155266,0.0053299590945243835,0.006492016837000847,0.00048262775532898546,0.006222166121006012,0.006492016837000847,0.006492016837000847,5,4.677579738199711,0.9355159476399422,0.8991600479930639,0.9862128645181656,0.03496644499219613,0.9268410503864288,0.9862128645181656,0.9862128645181656,5,97.47341880574822,19.494683761149645,19.138154108077288,19.81689897365868,0.3133080662210762,19.559765933081508,19.81689897365868,19.81689897365868,5,1.931376988068223,0.3862753976136446,0.3579522017389536,0.4419798497110605,0.032658634639274195,0.37485407665371895,0.4419798497110605,0.4419798497110605,5,2.9629357159137726,0.5925871431827545,0.5678269080817699,0.6565840449184179,0.03671670350677171,0.5834249313920736,0.6565840449184179,0.6565840449184179,5,3.259642980992794,0.6519285961985588,0.6251439917832613,0.7203239947557449,0.039355286864898975,0.6426367908716202,0.7203239947557449,0.7203239947557449,5,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5,287800.0,57560.0,57560.0,57560.0,0.0,57560.0,57560.0,57560.0,5,16438.0,3287.6,3282.0,3295.0,4.878524367060187,3287.0,3295.0,3295.0,5,5
2026-06-02 15:12:51,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hook_qk,attn_tracker,disk-st-async,all_tokens,prefill,16,32,1,,False,True,,,,,,1,0,probe_hook_qk,5,0.5097195608075709,0.01074777920730412,0.0011653632391244173,0.5216327032539994,31.39894704630932,62.79789409261864,41876.0625,59.41484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1305.78125,0.0,49,2051927.0625,41876.0625,41876.0625,41876.0625,0.0,41876.0625,41876.0625,41876.0625,49,63983.28125,1305.78125,1305.78125,1305.78125,0.0,1305.78125,1305.78125,1305.78125,26,27.796,5,0.03958377055823803,0.007916754111647606,0.00720401294529438,0.009286915883421898,0.0008190119538829192,0.0077339354902505875,0.009286915883421898,0.009286915883421898,5,5.647290265187621,1.1294580530375242,0.9677289053797722,1.3228151947259903,0.12641470655919443,1.1188720818609,1.3228151947259903,1.3228151947259903,5,2548.463269835338,509.6926539670676,499.68869681470096,525.1732119359076,9.785388024929512,506.2284211162478,525.1732119359076,525.1732119359076,5,3.5247118212282658,0.7049423642456532,0.6223798263818026,0.9536710567772388,0.1396507416862898,0.6475469563156366,0.9536710567772388,0.9536710567772388,5,4.873816389590502,0.9747632779181004,0.8916549850255251,1.2212640140205622,0.13855242802769738,0.9235551115125418,1.2212640140205622,1.2212640140205622,5,5.24160685017705,1.04832137003541,0.9645018726587296,1.2959351297467947,0.13917777684769667,0.9955298155546188,1.2959351297467947,1.2959351297467947,5,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5,287800.0,57560.0,57560.0,57560.0,0.0,57560.0,57560.0,57560.0,5,16404.0,3280.8,3267.0,3290.0,8.814760348415605,3284.0,3290.0,3290.0,5,5
2026-06-02 15:13:18,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hook_qk,attn_tracker,disk-st-async,all_tokens,prefill,16,1,16,,False,True,,,,,,1,0,probe_hook_qk,5,0.040241978922858836,0.010856744414195419,0.0012273418251425028,0.052326065162196754,6369.22811412715,398.07675713294685,41876.0625,899.5451171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1304.83203125,0.0,5,209380.3125,41876.0625,41876.0625,41876.0625,0.0,41876.0625,41876.0625,41876.0625,5,6524.16015625,1304.83203125,1304.83203125,1304.83203125,0.0,1304.83203125,1304.83203125,1304.83203125,27,27.392,5,0.04107668064534664,0.008215336129069328,0.005579786375164986,0.009919051080942154,0.0017869153553583146,0.009106937795877457,0.009919051080942154,0.009919051080942154,5,8.338274667039514,1.6676549334079027,1.5892048832029104,1.740660984069109,0.06523581108342191,1.6872198320925236,1.740660984069109,1.740660984069109,5,201.05017581954598,40.2100351639092,38.41133206151426,41.75514401867986,1.5480000204973394,40.94326891936362,41.75514401867986,41.75514401867986,5,3.649255493655801,0.7298510987311602,0.6112679839134216,0.8037898223847151,0.09905068283421752,0.8006149437278509,0.8037898223847151,0.8037898223847151,5,5.065505625680089,1.0131011251360178,0.8628808427602053,1.1246718931943178,0.12909848318092443,1.0863810312002897,1.1246718931943178,1.1246718931943178,5,5.433517973870039,1.0867035947740078,0.931028975173831,1.2006459292024374,0.13469410223886114,1.1617830023169518,1.2006459292024374,1.2006459292024374,5,80.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,5,4588640.0,917728.0,917728.0,917728.0,0.0,917728.0,917728.0,917728.0,5,17031.0,3406.2,3400.0,3417.0,6.572670690061994,3406.0,3417.0,3417.0,5,5
2026-06-02 15:13:50,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hook_qk,attn_tracker,disk-st-async,all_tokens,prefill,16,32,16,,False,True,,,,,,1,0,probe_hook_qk,5,0.5829194744117558,0.010779945598915219,0.00117257721722126,0.5948719972278923,439.19574497512485,878.3914899502497,41876.0625,899.54921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313.91015625,0.0,47,1968174.9375,41876.0625,41876.0625,41876.0625,0.0,41876.0625,41876.0625,41876.0625,47,61753.77734375,1313.91015625,1313.91015625,1313.91015625,0.0,1313.91015625,1313.91015625,1313.91015625,28,31.877,5,0.03909389488399029,0.007818778976798058,0.007324153557419777,0.009086914360523224,0.0007419899577579029,0.0074838753789663315,0.009086914360523224,0.009086914360523224,5,11.204228969290853,2.2408457938581705,2.006408991292119,2.6927590370178223,0.2654839870472684,2.1975389681756496,2.6927590370178223,2.6927590370178223,5,2914.457357954234,582.8914715908468,577.6463220827281,589.4896509125829,5.116291805250757,583.5334619041532,589.4896509125829,589.4896509125829,5,3.490347880870104,0.6980695761740208,0.6811900530010462,0.7195218931883574,0.018086151854727495,0.6886639166623354,0.7195218931883574,0.7195218931883574,5,4.82999300584197,0.9659986011683941,0.9359680116176605,1.0162789840251207,0.032591567027015635,0.966356135904789,1.0162789840251207,1.0162789840251207,5,5.272153997793794,1.0544307995587587,1.0101778898388147,1.1153251398354769,0.04709516666423923,1.045062905177474,1.1153251398354769,1.1153251398354769,5,80.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,5,4588640.0,917728.0,917728.0,917728.0,0.0,917728.0,917728.0,917728.0,5,17052.0,3410.4,3399.0,3425.0,9.736529155710468,3407.0,3425.0,3425.0,5,5
2026-06-02 15:14:14,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hook_qk,attn_tracker,disk-st-async,all_tokens,prefill,256,1,1,,False,True,,,,,,1,0,probe_hook_qk,5,0.019579836167395115,0.010602995380759239,0.0007662996184080839,0.03094913116656244,13089.024203898716,51.12900079647936,41878.0625,899.4443359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1312.9140625,0.0,3,125634.1875,41878.0625,41878.0625,41878.0625,0.0,41878.0625,41878.0625,41878.0625,3,3938.7421875,1312.9140625,1312.9140625,1312.9140625,0.0,1312.9140625,1312.9140625,1312.9140625,29,24.008,5,0.028752721846103668,0.005750544369220734,0.005449866876006126,0.0067229848355054855,0.000546295010134505,0.005519948899745941,0.0067229848355054855,0.0067229848355054855,5,4.161158809438348,0.8322317618876696,0.7778219878673553,0.8943809662014246,0.043671747533754884,0.8199100848287344,0.8943809662014246,0.8943809662014246,5,97.80086716637015,19.56017343327403,18.966682953760028,20.805596839636564,0.7379237119539219,19.209619145840406,20.805596839636564,20.805596839636564,5,2.0045051351189613,0.40090102702379227,0.3853540401905775,0.4162420518696308,0.012408815174574584,0.40147406980395317,0.4162420518696308,0.4162420518696308,5,3.0739069916307926,0.6147813983261585,0.583697110414505,0.6415760144591331,0.02567830883692955,0.6082928739488125,0.6415760144591331,0.6415760144591331,5,3.385029034689069,0.6770058069378138,0.650141155347228,0.701498007401824,0.02239665245810315,0.6673841271549463,0.701498007401824,0.701498007401824,5,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5,4588640.0,917728.0,917728.0,917728.0,0.0,917728.0,917728.0,917728.0,5,16515.0,3303.0,3298.0,3314.0,6.324555320336759,3301.0,3314.0,3314.0,5,5
2026-06-02 15:14:44,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hook_qk,attn_tracker,disk-st-async,all_tokens,prefill,256,32,1,,False,True,,,,,,1,0,probe_hook_qk,5,0.5227971693966538,0.010868692444637418,0.0011775241699069738,0.5348433860111982,489.6935758964496,61.2116969870562,41878.0625,899.4390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303.33984375,0.0,53,2219537.3125,41878.0625,41878.0625,41878.0625,0.0,41878.0625,41878.0625,41878.0625,53,69077.01171875,1303.33984375,1303.33984375,1303.33984375,0.0,1303.33984375,1303.33984375,1303.33984375,30,30.135,5,0.03676838241517544,0.007353676483035088,0.006932998076081276,0.007905066013336182,0.0004053060044167512,0.007403083145618439,0.007905066013336182,0.007905066013336182,5,6.680611055344343,1.3361222110688686,1.199623802676797,1.6641269903630018,0.19049902865208407,1.2668902054429054,1.6641269903630018,1.6641269903630018,5,2613.85967861861,522.771935723722,520.0052359141409,528.2643418759108,3.73555095316026,520.4733959399164,528.2643418759108,528.2643418759108,5,3.522958140820265,0.704591628164053,0.6599798798561096,0.761290080845356,0.0370772213789319,0.7035110611468554,0.761290080845356,0.761290080845356,5,4.9267669674009085,0.9853533934801817,0.9497350547462702,1.0484200902283192,0.03800910976624107,0.9774358477443457,1.0484200902283192,1.0484200902283192,5,5.29940496198833,1.059880992397666,1.0213591158390045,1.126826973631978,0.040337285759692455,1.052286010235548,1.126826973631978,1.126826973631978,5,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5,4588640.0,917728.0,917728.0,917728.0,0.0,917728.0,917728.0,917728.0,5,16488.0,3297.6,3293.0,3304.0,4.722287581247038,3298.0,3304.0,3304.0,5,5
2026-06-02 15:15:09,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hook_qk,attn_tracker,disk-st-async,all_tokens,prefill,256,1,16,,False,True,,,,,,1,0,probe_hook_qk,5,0.07984530683606864,0.035711159370839594,0.0012236829847097398,0.11678014919161797,51313.3011085918,200.4425824554367,41888.0625,14339.605078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1311.42578125,0.0,12,502656.75,41888.0625,41888.0625,41888.0625,0.0,41888.0625,41888.0625,41888.0625,12,15737.109375,1311.42578125,1311.42578125,1311.42578125,0.0,1311.42578125,1311.42578125,1311.42578125,31,24.702,5,0.03915303386747837,0.007830606773495674,0.00713299959897995,0.008295057341456413,0.00048437074476600654,0.007894821465015411,0.008295057341456413,0.008295057341456413,5,20.076818065717816,4.015363613143563,3.080157097429037,5.461789900436997,1.1814854167410158,3.214379074051976,5.461789900436997,5.461789900436997,5,399.1024710703641,79.82049421407282,77.69141695462167,81.45934506319463,1.4748583430365625,80.07204905152321,81.45934506319463,81.45934506319463,5,3.5488561261445284,0.7097712252289057,0.6741669494658709,0.7330169901251793,0.025149909976934275,0.7199021056294441,0.7330169901251793,0.7330169901251793,5,4.957433789968491,0.9914867579936981,0.9580799378454685,1.0105189867317677,0.02003579649023831,0.9960508905351162,1.0105189867317677,1.0105189867317677,5,5.339981755241752,1.0679963510483503,1.0300548747181892,1.0902578942477703,0.023094648446518918,1.0727150365710258,1.0902578942477703,1.0902578942477703,5,80.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,5,73401440.0,14680288.0,14680288.0,14680288.0,0.0,14680288.0,14680288.0,14680288.0,5,17338.0,3467.6,3462.0,3477.0,5.683308895353129,3466.0,3477.0,3477.0,5,5
2026-06-02 15:15:41,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hook_qk,attn_tracker,disk-st-async,all_tokens,prefill,256,32,16,,False,True,,,,,,1,0,probe_hook_qk,5,0.6184793820604682,0.03817806970328093,0.0013475313782691956,0.6580049831420183,6623.13325023677,827.8916562795963,41888.0625,14339.600390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1311.59765625,0.0,59,2471395.6875,41888.0625,41888.0625,41888.0625,0.0,41888.0625,41888.0625,41888.0625,59,77384.26171875,1311.59765625,1311.59765625,1311.59765625,0.0,1311.59765625,1311.59765625,1311.59765625,32,31.754,5,0.04733912646770477,0.009467825293540955,0.007092952728271484,0.015278812497854233,0.003297903994868052,0.008466187864542007,0.015278812497854233,0.015278812497854233,5,28.53804430924356,5.707608861848712,3.3044081646949053,8.54268902912736,2.253859391578377,4.603278124704957,8.54268902912736,8.54268902912736,5,3092.2410278581083,618.4482055716217,611.0830311663449,623.3685610350221,5.6138983089845595,621.3924388866872,623.3685610350221,623.3685610350221,5,3.8865411188453436,0.7773082237690687,0.7305119652301073,0.8264018688350916,0.03908110093971486,0.7859061006456614,0.8264018688350916,0.8264018688350916,5,5.39744202978909,1.079488405957818,1.0165998246520758,1.1318770702928305,0.05313470235299412,1.10963499173522,1.1318770702928305,1.1318770702928305,5,5.857073934748769,1.1714147869497538,1.0994861368089914,1.2176469899713993,0.05595538339267843,1.1996240355074406,1.2176469899713993,1.2176469899713993,5,80.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,5,73401440.0,14680288.0,14680288.0,14680288.0,0.0,14680288.0,14680288.0,14680288.0,5,17314.0,3462.8,3460.0,3467.0,2.7748873851023217,3462.0,3467.0,3467.0,5,5
2026-06-02 15:16:07,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hidden_states,hidden_states,disk-st-async,all_tokens,prefill,16,1,1,,False,True,,,,,,1,0,probe_hidden_states,5,0.02176642995327711,0.010696316650137306,0.0016404219903051853,0.034103168593719604,735.1541450455218,45.94713406534511,41876.0625,1352.1962890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1302.7421875,0.0,3,125628.1875,41876.0625,41876.0625,41876.0625,0.0,41876.0625,41876.0625,41876.0625,4,5210.96875,1302.7421875,1302.7421875,1302.7421875,0.0,1302.7421875,1302.7421875,1302.7421875,33,25.886,5,0.032088952139019966,0.006417790427803993,0.005941139534115791,0.007222872227430344,0.0006046045939921586,0.006041023880243301,0.007222872227430344,0.007222872227430344,5,7.891325978562236,1.5782651957124472,1.429937081411481,1.7351589631289244,0.1270794948249626,1.6250128392130136,1.7351589631289244,1.7351589631289244,5,108.7252190336585,21.7450438067317,21.3521639816463,21.990622859448195,0.24846936795108168,21.770569030195475,21.990622859448195,21.990622859448195,5,7.026842096820474,1.4053684193640947,1.3756637927144766,1.4550841879099607,0.03869404298069555,1.379041001200676,1.4550841879099607,1.4550841879099607,5,0.03014574758708477,0.006029149517416954,0.005289912223815918,0.006571877747774124,0.0006395682329390571,0.006361864507198334,0.006571877747774124,0.006571877747774124,5,8.149048080667853,1.6298096161335707,1.5956179704517126,1.6788940411061049,0.03703594809403268,1.610766164958477,1.6788940411061049,1.6788940411061049,5,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5,6893520.0,1378704.0,1378704.0,1378704.0,0.0,1378704.0,1378704.0,1378704.0,5,29725.0,5945.0,5941.0,5956.0,6.519202405202649,5941.0,5956.0,5956.0,5,5
